ID,projects,commit url,UTC of buggy commit,UTC of fix commit,start line,end line,defect method,change lines,resource types,root causes,fix approach,patch error?,standard libraries,third-party libraries,is interprocedural,key variable name,key variable location,key variable attribute
1007,triplea-game/triplea,https://github.com/triplea-game/triplea/commit/611fbc768d7015d635967f39d2386c26c6e94fe0,2018-01-19T08:10:52Z,2018-01-25T09:39:14Z,107,189,src/main/java/tools/image/CenterPicker.java:CenterPicker,"src/main/java/games/strategy/util/PointFileReaderWriter.java:@@ -10,64 +12,42 @@ src/main/java/games/strategy/util/PointFileReaderWriter.java:@@ -158,40 +138,35 @@ src/main/java/games/strategy/util/PointFileReaderWriter.java:@@ -203,14 +178,6 @@ ",file,noCloseRPath,try-with,no,java.io.InputStream,,no,new FileInputStream(file.getPath()),src/main/java/tools/image/CenterPicker.java:122,anonymous variable
1008,triplea-game/triplea,https://github.com/triplea-game/triplea/commit/1d2f8f73d115f388e6652f7a7bd59930acecfc4d,2017-09-14T11:39:57Z,2017-09-29T16:56:29Z,21,33,src/main/java/games/strategy/engine/framework/GameDataUtils.java:cloneGameData,"src/main/java/games/strategy/engine/framework/GameDataUtils.java:@@ -20,12 +20,11 @@ src/main/java/games/strategy/engine/framework/GameDataUtils.java:@@ -39,22 +38,23 @@ ",file,noCloseEPath,try-with,no,java.io.ByteArrayOutputStream,,no,sink,src/main/java/games/strategy/engine/framework/GameDataUtils.java:23,local variable
1009,typetools/checker-framework,https://github.com/typetools/checker-framework/commit/978d73f686e5966e66700e9f05e1a4f2353d4f00,2022-09-22T15:03:52Z,2022-11-17T15:07:17Z,705,761,framework/src/main/java/org/checkerframework/common/wholeprograminference/SceneToStubWriter.java:writeImpl,"framework/src/main/java/org/checkerframework/common/wholeprograminference/SceneToStubWriter.java@@ -726,37 +726,53 @@",file,noCloseRPath,CloseInFinally,no,java.io.FileWriter,,no,fileWriter,framework/src/main/java/org/checkerframework/common/wholeprograminference/SceneToStubWriter.java:729,local variable
1010,typetools/checker-framework,https://github.com/typetools/checker-framework/commit/b2081204740a919a5d4d7babca8cdd9480c74d56,2021-07-09T17:32:44Z,2022-07-25T19:05:31Z,41,47,checker/jtreg/nullness/PersistUtil.java:writeTestFile,"checker/jtreg/nullness/PersistUtil.java:@@ -40,9 +40,9 @@",file,noCloseEPath,try-with,no,java.io.PrintWriter,,no,out,checker/jtreg/nullness/PersistUtil.java:43,local variable
1011,typetools/checker-framework,https://github.com/typetools/checker-framework/commit/b2081204740a919a5d4d7babca8cdd9480c74d56,2022-01-23T19:52:57Z,2022-07-25T19:05:31Z,81,97,dataflow/src/main/java/org/checkerframework/dataflow/cfg/visualize/DOTCFGVisualizer.java:visualize,"dataflow/src/main/java/org/checkerframework/dataflow/cfg/visualize/DOTCFGVisualizer.java@@ -84,11 +84,8 @@",file,noCloseEPath,try-with,no,java.io.BufferedWriter,,no,out,dataflow/src/main/java/org/checkerframework/dataflow/cfg/visualize/DOTCFGVisualizer.java:89,local variable
1012,typetools/checker-framework,https://github.com/typetools/checker-framework/commit/b2081204740a919a5d4d7babca8cdd9480c74d56,2022-07-07T17:47:10Z,2022-07-25T19:05:31Z,810,862,framework/src/main/java/org/checkerframework/common/wholeprograminference/WholeProgramInferenceJavaParserStorage.java:writeAjavaFile,"framework/src/main/java/org/checkerframework/common/wholeprograminference/WholeProgramInferenceJavaParserStorage.java@@ -808,8 +809,7 @@",file,noCloseEPath,try-with,no,java.io.FileWriter,,no,writer,framework/src/main/java/org/checkerframework/common/wholeprograminference/WholeProgramInferenceJavaParserStorage.java:812,local variable
1013,typetools/checker-framework,https://github.com/typetools/checker-framework/commit/b2081204740a919a5d4d7babca8cdd9480c74d56,2021-06-16T21:11:34Z,2022-07-25T19:05:31Z,515,532,framework/src/main/java/org/checkerframework/framework/ajava/InsertAjavaAnnotations.java:insertAnnotations,"framework/src/main/java/org/checkerframework/framework/ajava/InsertAjavaAnnotations.java@@ -517,10 +517,10 @@",file,noCloseEPath,try-with,no,java.io.FileInputStream,,no,annotationInputStream,framework/src/main/java/org/checkerframework/framework/ajava/InsertAjavaAnnotations.java:520,local variable
1014,typetools/checker-framework,https://github.com/typetools/checker-framework/commit/b2081204740a919a5d4d7babca8cdd9480c74d56,2021-04-05T00:09:27Z,2022-07-25T19:05:31Z,153,211,framework/src/main/java/org/checkerframework/framework/stub/RemoveAnnotationsForInference.java:removeAnnotations,"framework/src/main/java/org/checkerframework/framework/stub/RemoveAnnotationsForInference.java@@ -199,12 +201,11 @@",file,noCloseEPath,try-with,no,java.io.PrintWriter,,no,pw,framework/src/main/java/org/checkerframework/framework/stub/RemoveAnnotationsForInference.java:203,local variable
1015,typetools/checker-framework,https://github.com/typetools/checker-framework/commit/b2081204740a919a5d4d7babca8cdd9480c74d56,2022-07-15T01:34:49Z,2022-07-25T19:05:31Z,575,622,framework/src/main/java/org/checkerframework/framework/util/CheckerMain.java:outputArgumentsToFile,"framework/src/main/java/org/checkerframework/framework/util/CheckerMain.java@@ -576,11 +576,10 @@",file,noCloseEPath,try-with,no,java.io.PrintWriter,,no,writer,framework/src/main/java/org/checkerframework/framework/util/CheckerMain.java:580,local variable
1016,typetools/checker-framework,https://github.com/typetools/checker-framework/commit/b2081204740a919a5d4d7babca8cdd9480c74d56,2022-07-15T01:34:49Z,2022-07-25T19:05:31Z,198,208,javacutil/src/main/java/org/checkerframework/javacutil/SystemUtil.java:readFile,"javacutil/src/main/java/org/checkerframework/javacutil/SystemUtil.java@@ -196,15 +196,14 @@",file,noCloseEPath,try-with,no,java.io.BufferedReader,,no,br,javacutil/src/main/java/org/checkerframework/javacutil/SystemUtil.java,local variable
1017,typetools/checker-framework,https://github.com/typetools/checker-framework/commit/3a7af8a3fbae21372b26bc3b3564520ef3555e36,2022-08-16T20:31:33Z,2022-08-16T20:47:15Z,86,175,checker/src/main/java/org/checkerframework/checker/i18nformatter/I18nFormatterAnnotatedTypeFactory.java:buildLookup,"checker/src/main/java/org/checkerframework/checker/i18nformatter/I18nFormatterAnnotatedTypeFactory.java@@ -102,29 +102,26 @@",file,noCloseEPath,try-with,no,java.io.InputStream,,no,in,checker/src/main/java/org/checkerframework/checker/i18nformatter/I18nFormatterAnnotatedTypeFactory.java:105,local variable
1018,typetools/checker-framework,https://github.com/typetools/checker-framework/commit/3a7af8a3fbae21372b26bc3b3564520ef3555e36,2022-08-16T20:31:33Z,2022-08-16T20:47:15Z,215,258,dataflow/src/main/java/org/checkerframework/dataflow/cfg/visualize/CFGVisualizeLauncher.java:generateMethodCFG,"dataflow/src/main/java/org/checkerframework/dataflow/cfg/visualize/CFGVisualizeLauncher.java@@ -220,9 +220,12 @@",file,noCloseRPath,try-with,no,,com.sun.tools.javac.file.JavacFileManager,no,fileManager,dataflow/src/main/java/org/checkerframework/dataflow/cfg/visualize/CFGVisualizeLauncher.java:223,local variable
1019,tyron12233/CodeAssist,https://github.com/tyron12233/CodeAssist/commit/00f449eac046cb36e1f5ede28c056c6bc8581750,2021-11-19T02:13:24Z,2021-11-19T02:50:06Z,111,148,build-logic/src/main/java/com/tyron/builder/compiler/aab/AabTask.java:uApks,"build-logic/src/main/java/com/tyron/builder/compiler/aab/AabTask.java@@ -108,59 +90,49 @@",file,noCloseEPath,try-with,no,"java.io.FileInputStream,java.util.zip.ZipInputStream,java.io.FileOutputStream",,no,"fis,zis,fos","build-logic/src/main/java/com/tyron/builder/compiler/aab/AabTask.java:121,122,130",local variable
1020,unclebob/fitnesse,https://github.com/unclebob/fitnesse/commit/9d2ccab8215d2857284ad2223a23ed1ab129f215,2007-06-20T16:42:31Z,2008-07-30T23:26:33Z,14,22,src/fitnesse/http/InputStreamResponse.java:readyToSend,"src/fitnesse/http/InputStreamResponse.java:@@ -13,12 +13,15 @@ ",socket,noCloseEPath,CloseInFinally,no,,fitnesse.http.ResponseSender ,no,sender,src/fitnesse/http/InputStreamResponse.java:17,instance variable
1021,unclebob/fitnesse,https://github.com/unclebob/fitnesse/commit/ffd57b67b4703d1672480d5251f307def18f628f,2015-02-14T18:27:50Z,2015-02-22T18:47:49Z,63,69,src/fit/FileRunner.java:read,"src/fit/FileRunner.java@@ -63,8 +63,11 @@",file,noCloseEPath,CloseInFinally,no,java.io.FileReader,,no,in,src/fit/FileRunner.java:65,local variable
1022,unclebob/fitnesse,https://github.com/unclebob/fitnesse/commit/ffd57b67b4703d1672480d5251f307def18f628f,2014-07-06T15:23:14Z,2015-02-22T18:47:49Z,68,91,src/fitnesse/ConfigurationParameter.java:loadProperties,"src/fitnesse/ConfigurationParameter.java@@ -81,9 +81,14 @@",file,noCloseEPath,CloseInFinally,no,java.io.FileInputStream,,no,propertiesStream,src/fitnesse/ConfigurationParameter.java:72,local variable
1023,unclebob/fitnesse,https://github.com/unclebob/fitnesse/commit/ffd57b67b4703d1672480d5251f307def18f628f,2015-02-16T13:50:41Z,2015-02-22T18:47:49Z,39,50,src/fitnesse/junit/JavaFormatter.java:copy,"src/fitnesse/junit/JavaFormatter.java@@ -37,16 +37,21 @@",file,noCloseEPath,CloseInFinally,no,"java.io.InputStream,java.io.OutputStream",,no,"in,out","src/fitnesse/junit/JavaFormatter.java:40,41",local variable
1024,unclebob/fitnesse,https://github.com/unclebob/fitnesse/commit/ffd57b67b4703d1672480d5251f307def18f628f,2015-02-19T14:18:23Z,2015-02-22T18:47:49Z,170,185,src/fitnesse/wiki/fs/ZipFileVersionsController.java:addToZip,"src/fitnesse/wiki/fs/ZipFileVersionsController.java@@ -175,13 +175,16 @@",file,noCloseEPath,CloseInFinally,no,java.io.FileInputStream,,no,is,src/fitnesse/wiki/fs/ZipFileVersionsController.java:173,local variable
1025,unclebob/fitnesse,https://github.com/unclebob/fitnesse/commit/ffd57b67b4703d1672480d5251f307def18f628f,2015-01-21T18:34:18Z,2015-02-22T18:47:49Z,141,150,src/util/FileUtil.java:getFileLines,"src/util/FileUtil.java@@ -142,10 +142,12 @@",file,noCloseEPath,CloseInFinally,no,java.io.BufferedReader,,no,reader,src/util/FileUtil.java:143,local variable
1026,unclebob/fitnesse,https://github.com/unclebob/fitnesse/commit/f9f0fdd8fdcd70bc445bcb1eed140cf12a37370a,2013-10-24T14:42:18Z,2013-10-24T14:42:18Z,233,238,src/fitnesse/wiki/fs/FileSystemPage.java:loadAttributes,"src/fitnesse/wiki/fs/FileSystemPage.java@@ -223,16 +223,22 @@ ",file,noCloseRPath,CloseInFinally,no,java.io.InputStream,,no,fileVersion.getContent(),src/fitnesse/wiki/fs/FileSystemPage.java:235,anonymous variable
1027,unicode-org/cldr,https://github.com/unicode-org/cldr/commit/d8a55713227d3c495fbcb00e7952a9ce8cd1f0be,2014-01-23T19:55:15Z,2014-02-13T10:24:37Z,181,196,tools/cldr-apps/src/org/unicode/cldr/util/CLDRConfigImpl.java:writeHelperFile,"tools/cldr-apps/src/org/unicode/cldr/util/CLDRConfigImpl.java@@ -142,56 +144,73 @@",file,noCloseEPath,try-with,no,"java.io.OutputStream,java.io.PrintWriter",,no,"file,pw","tools/cldr-apps/src/org/unicode/cldr/util/CLDRConfigImpl.java:183,184",local variable
1028,UniversalMediaServer/UniversalMediaServer,https://github.com/UniversalMediaServer/UniversalMediaServer/commit/8efca72f85051269a82ca4f26b4f92f6a83b3d08,2022-08-26T14:03:41Z,2022-09-03T23:05:46Z,1103,1221,src/main/java/net/pms/database/MediaTableFiles.java:cleanup,"src/main/java/net/pms/database/MediaTableFiles.java:@@ -1101,67 +1101,61 @@ src/main/java/net/pms/database/MediaTableFiles.java:@@ -1170,52 +1164,57 @@ ",socket,noCloseEPath,try-with,no,java.sql.PreparedStatement,,no,ps,src/main/java/net/pms/database/MediaTableFiles.java:1114,local variable
1029,UniversalMediaServer/UniversalMediaServer,https://github.com/UniversalMediaServer/UniversalMediaServer/commit/5449d46bd90667fe139e3acb0bdc50f99e417f46,2021-10-21T23:06:01Z,2021-11-11T02:05:46Z,216,454,src/main/java/net/pms/dlna/DLNAMediaDatabase.java:init,"src/main/java/net/pms/dlna/DLNAMediaDatabase.java:@@ -274,30 +277,31@@",socket,noCloseEPath,try-with,no,,org.h2.jdbcx.JdbcConnectionPool,no,conn,src/main/java/net/pms/dlna/DLNAMediaDatabase.java:278,local variable
1030,UniversalMediaServer/UniversalMediaServer,https://github.com/UniversalMediaServer/UniversalMediaServer/commit/9a4f2021c0953edb71a3d3088b20c33e0e9f084f,2017-04-03T16:11:39Z,2017-05-16T13:57:40Z,258,1048,src/main/java/net/pms/network/RequestV2.java:answer,"src/main/java/net/pms/network/RequestV2.java@@ -877,8 +871,10 @@",socket,noCloseEPath,try-with,no,java.net.Socket,,no,sock,src/main/java/net/pms/network/RequestV2.java:880,local variable
1031,UniversalMediaServer/UniversalMediaServer,https://github.com/UniversalMediaServer/UniversalMediaServer/commit/847689ea1596c906e04bd391843362074b2683c6,2013-10-07T03:07:39Z,2013-10-07T04:33:44Z,293,339,src/main/java/net/pms/newgui/GeneralTab.java:actionPerformed,"src/main/java/net/pms/newgui/GeneralTab.java@@ -299,18 +299,14 @@",file,noCloseEPath,try-with,no,java.io.BufferedReader,,no,in,src/main/java/net/pms/newgui/GeneralTab.java:303,local variable
1032,UniversalMediaServer/UniversalMediaServer,https://github.com/UniversalMediaServer/UniversalMediaServer/commit/556892b4172cd144c42adbfe3493d960c8b476ee,2016-01-14T05:23:23Z,2016-01-16T03:48:45Z,703,1128,src/main/java/net/pms/dlna/DLNAMediaInfo.java:parse,"src/main/java/net/pms/dlna/DLNAMediaInfo.java@@ -1057,67 +956,33 @@",file,noCloseEPath,CloseInFinally,no,java.io.InputStream,,no,is,src/main/java/net/pms/dlna/DLNAMediaInfo.java:1062,local variable
1033,usc-isi-i2/Web-Karma,https://github.com/usc-isi-i2/Web-Karma/commit/2c828c13922911111ec206468aa7cb34dbb394ac,2015-02-24T19:01:23Z,2016-03-26T12:01:19Z,495,538,karma-cleaning/src/main/java/edu/isi/karma/cleaning/features/RecordClassifier.java:testOnFile,"karma-cleaning/src/main/java/edu/isi/karma/cleaning/features/RecordClassifier.java@@ -496,9 +496,9 @@",file,noCloseEPath,try-with,no,java.io.BufferedReader,,no,"br1,br2","karma-cleaning/src/main/java/edu/isi/karma/cleaning/features/RecordClassifier.java:500,501",local variable
1034,vaadin/framework,https://github.com/vaadin/framework/commit/6b8f9779fbc8c81d1dff2ac139bd41535018aa78,2016-11-02T14:19:08Z,2016-11-02T14:39:10Z,353,360,server/src/main/java/com/vaadin/server/BootstrapHandler.java:writeBootstrapPage,"server/src/main/java/com/vaadin/server/BootstrapHandler.java@@ -353,10 +353,10 @@",file,noCloseEPath,try-with,no,"java.io.BufferedWriter,java.io.OutputStreamWriter",,no,writer,server/src/main/java/com/vaadin/server/BootstrapHandler.java:356,local variable
1035,vaadin/framework,https://github.com/vaadin/framework/commit/6b8f9779fbc8c81d1dff2ac139bd41535018aa78,2016-08-18T06:40:40Z,2016-11-02T14:39:10Z,62,93,server/src/main/java/com/vaadin/server/UnsupportedBrowserHandler.java:writeBrowserTooOldPage,"server/src/main/java/com/vaadin/server/UnsupportedBrowserHandler.java@@ -61,34 +61,33 @@",file,noCloseEPath,try-with,no,java.io.Writer,,no,page,server/src/main/java/com/vaadin/server/UnsupportedBrowserHandler.java:64,local variable
1036,vaadin/framework,https://github.com/vaadin/framework/commit/6b8f9779fbc8c81d1dff2ac139bd41535018aa78,2016-09-05T10:02:48Z,2016-11-02T14:39:10Z,1496,1506,server/src/main/java/com/vaadin/server/VaadinService.java:writeStringResponse,"server/src/main/java/com/vaadin/server/VaadinService.java@@ -1499,10 +1499,10 @@",file,noCloseEPath,try-with,no,"java.io.PrintWriter,java.io.BufferedWriter,java.io.OutputStreamWriter",,no,outWriter,server/src/main/java/com/vaadin/server/VaadinService.java:1502,local variable
1037,vaadin/framework,https://github.com/vaadin/framework/commit/90b7071abc7c1fb7dff0c5611956e4f5272cef2a,2011-08-12T06:44:11Z,2011-08-12T06:47:06Z,602,670,src/com/vaadin/terminal/gwt/server/AbstractApplicationPortlet.java:handleDownload,"src/com/vaadin/terminal/gwt/server/AbstractApplicationPortlet.java@@ -613,59 +613,67 @@",file,noCloseEPath,CloseInFinally,no,java.io.OutputStream,,no,out,src/com/vaadin/terminal/gwt/server/AbstractApplicationPortlet.java:662,local variable
1038,vaadin/framework,https://github.com/vaadin/framework/commit/6b8f9779fbc8c81d1dff2ac139bd41535018aa78,2016-11-02T10:03:23Z,2016-11-02T14:39:10Z,676,685,server/src/main/java/com/vaadin/server/communication/FileUploadHandler.java:sendUploadResponse,"server/src/main/java/com/vaadin/server/communication/FileUploadHandler.java@@ -676,12 +676,12 @@",file,noCloseEPath,try-with,no,java.io.OutputStream,,no,out,server/src/main/java/com/vaadin/server/communication/FileUploadHandler.java:679,local variable
1039,vaadin/framework,https://github.com/vaadin/framework/commit/6b8f9779fbc8c81d1dff2ac139bd41535018aa78,2016-08-18T06:40:40Z,2016-11-02T14:39:10Z,44,69,server/src/main/java/com/vaadin/server/communication/PortletDummyRequestHandler.java:handleRequest,"server/src/main/java/com/vaadin/server/communication/PortletDummyRequestHandler.java@@ -60,10 +60,10 @@",file,noCloseEPath,try-with,no,java.io.PrintWriter,,no,outWriter,server/src/main/java/com/vaadin/server/communication/PortletDummyRequestHandler.java:63,local variable
1040,vaadin/framework,https://github.com/vaadin/framework/commit/6b8f9779fbc8c81d1dff2ac139bd41535018aa78,2016-08-18T06:40:40Z,2016-11-02T14:39:10Z,53,106,server/src/main/java/com/vaadin/server/communication/ResourceWriter.java:write,"server/src/main/java/com/vaadin/server/communication/ResourceWriter.java@@ -82,15 +83,13 @@",file,noCloseEPath,try-with,no,java.io.InputStreamReader,,no,r,server/src/main/java/com/vaadin/server/communication/ResourceWriter.java:86,local variable
1041,vaadin/framework,https://github.com/vaadin/framework/commit/6b8f9779fbc8c81d1dff2ac139bd41535018aa78,2016-10-03T06:00:48Z,2016-11-02T14:39:10Z,59,146,server/src/main/java/com/vaadin/server/widgetsetutils/WidgetSetBuilder.java:updateWidgetSet,"server/src/main/java/com/vaadin/server/widgetsetutils/WidgetSetBuilder.java@@ -84,12 +84,12 @@",file,noCloseEPath,try-with,no,"java.io.PrintStream,java.io.FileOutputStream",,no,printStream,server/src/main/java/com/vaadin/server/widgetsetutils/WidgetSetBuilder.java:87,local variable
1042,vaadin/framework,https://github.com/vaadin/framework/commit/20e9c8e24ff1e957a35ecc9527071af82c078328,2013-04-17T17:09:08Z,2013-04-25T08:00:28Z,896,907,server/src/com/vaadin/server/VaadinServlet.java:writeStaticResourceResponse,"server/src/com/vaadin/server/VaadinServlet.java@@ -896,14 +896,32 @@",file,noCloseEPath,CloseInFinally,no,java.io.InputStream,,no,is,server/src/com/vaadin/server/VaadinServlet.java:902,local variable
1043,vaadin/framework,https://github.com/vaadin/framework/commit/6b49a6dce955537ea093db85ebc50d070690820b,2013-02-28T09:26:27Z,2013-03-13T06:34:52Z,507,559,server/src/com/vaadin/data/util/sqlcontainer/query/TableQuery.java:fetchMetaData,"server/src/com/vaadin/data/util/sqlcontainer/query/TableQuery.java:@@ -554,7 +524,15 @@ ",socket,noCloseEPath,CloseInFinally,no,java.sql.ResultSet,,no,tables,server/src/com/vaadin/data/util/sqlcontainer/query/TableQuery.java:514,local variable
1044,vaadin/framework,https://github.com/vaadin/framework/commit/ecf89bf444bf971c3b31fc2c1b0a76d16d166a92,2013-01-04T10:26:29Z,2013-02-01T13:16:34Z,115,136,server/src/com/vaadin/data/util/sqlcontainer/query/FreeformQuery.java:getCount,"server/src/com/vaadin/data/util/sqlcontainer/query/FreeformQuery.java@@ -117,20 +117,23 @@",socket,noCloseEPath,CloseInFinally,no,"java.sql.Connection,java.sql.Statement,java.sql.ResultSet",,no,"conn,statement,rs","server/src/com/vaadin/data/util/sqlcontainer/query/FreeformQuery.java:120,121,125",local variable
1045,validator/validator,https://github.com/validator/validator/commit/be655784d6f05307f40090944a549f97f1e7cfe8,2013-09-02T08:21:15Z,2016-05-02T14:32:15Z,39,139,src/nu/validator/client/HttpClient.java:main,"src/nu/validator/client/HttpClient.java@@ -96,22 +94,22 @@",file,noCloseEPath,try-with,no,"java.io.OutputStream,java.io.BufferedReader",,no,"output,responseReader","src/nu/validator/client/HttpClient.java:99,107",local variable
1046,validator/validator,https://github.com/validator/validator/commit/be655784d6f05307f40090944a549f97f1e7cfe8,2015-06-25T12:28:38Z,2016-05-02T14:32:15Z,353,365,src/nu/validator/client/SimpleCommandLineValidator.java:help,"src/nu/validator/client/SimpleCommandLineValidator.java@@ -351,14 +351,12 @@",file,noCloseEPath,try-with,no,java.io.InputStream,,no,help,src/nu/validator/client/SimpleCommandLineValidator.java:354,local variable
1047,vespa-engine/vespa,https://github.com/vespa-engine/vespa/commit/4b6c91ccc1b5f5134cf4c3d6a348d0fb453e97cf,2021-10-07T09:08:41Z,2021-11-02T08:01:16Z,404,412,vespajlib/src/main/java/com/yahoo/io/IOUtils.java:readAll,"vespajlib/src/main/java/com/yahoo/io/IOUtils.java@@ -402,13 +402,13 @@",file,noCloseEPath,try-with,no,java.io.BufferedReader,,no,buffered,vespajlib/src/main/java/com/yahoo/io/IOUtils.java:406,local variable
1048,vespa-engine/vespa,https://github.com/vespa-engine/vespa/commit/c71895c36e1453550386434ce2e9a9637653e574,2019-07-24T06:58:03Z,2019-08-22T13:37:33Z,49,62,config/src/main/java/com/yahoo/config/subscription/ConfigGetter.java:getConfig,"config/src/main/java/com/yahoo/config/subscription/ConfigGetter.java@@ -47,18 +47,12 @@",file,noCloseEPath,try-with,no,,com.yahoo.config.subscription.ConfigSubscriber,no,subscriber,config/src/main/java/com/yahoo/config/subscription/ConfigGetter.java:53,local variable
1049,vespa-engine/vespa,https://github.com/vespa-engine/vespa/commit/2644ef477eff81c3f9d5aa69bfc83a1f2982a30d,2019-01-21T14:09:23Z,2019-05-23T07:23:16Z,262,284,container-accesslogging/src/main/java/com/yahoo/container/logging/LogFileHandler.java:runCompression,"container-accesslogging/src/main/java/com/yahoo/container/logging/LogFileHandler.java@@ -261,18 +261,16 @@",file,noCloseEPath,try-with,no,"java.util.zip.GZIPOutputStream,java.io.FileInputStream",,no,"compressor,inputStream","container-accesslogging/src/main/java/com/yahoo/container/logging/LogFileHandler.java:265,266",local variable
1050,vespa-engine/vespa,https://github.com/vespa-engine/vespa/commit/d427f36ad8df15873dfda7187141989a7fca40bb,2024-09-19T07:10:55Z,2024-09-19T15:54:22Z,655,657,config-application-package/src/main/java/com/yahoo/config/model/application/provider/FilesApplicationPackage.java:filesInApplicationPackage,"config-application-package/src/main/java/com/yahoo/config/model/application/provider/FilesApplicationPackage.java@@ -653,7 +653,7 @@",file,noCloseRPath,try-with,no,,var,no,Files.list(appDir.toPath()).count()),config-application-package/src/main/java/com/yahoo/config/model/application/provider/FilesApplicationPackage.java:656,anonymous variable
1051,vespa-engine/vespa,https://github.com/vespa-engine/vespa/commit/0171cc7bab6e7b5a0e399016bf591f1e1c21c80a,2018-02-19T16:55:58Z,2018-03-15T12:44:14Z,108,125,configserver/src/main/java/com/yahoo/vespa/config/server/filedistribution/FileServer.java:serveFile,"configserver/src/main/java/com/yahoo/vespa/config/server/filedistribution/FileServer.java@@ -119,9 +120,14 @@",file,noCloseEPath,CloseInFinally,no,,com.yahoo.vespa.filedistribution.FileReferenceData,no,fileData ,configserver/src/main/java/com/yahoo/vespa/config/server/filedistribution/FileServer.java:113,local variable
1052,vespa-engine/vespa,https://github.com/vespa-engine/vespa/commit/eacb8cf275f32d0a566ac7eb5cfc552be8886de4,2016-09-25T19:11:13Z,2016-10-11T13:23:59Z,64,93,node-admin/src/main/java/com/yahoo/vespa/hosted/node/admin/util/ConfigServerHttpRequestExecutor.java:tryAllConfigServers,"node-admin/src/main/java/com/yahoo/vespa/hosted/node/admin/util/ConfigServerHttpRequestExecutor.java@@ -65,27 +76,36 @@",socket,noCloseRPath,CloseInFinally,no,,org.apache.http.HttpResponse,no,response,node-admin/src/main/java/com/yahoo/vespa/hosted/node/admin/util/ConfigServerHttpRequestExecutor.java:68,local variable
1053,vespa-engine/vespa,https://github.com/vespa-engine/vespa/commit/d0fe7efc633ec1a24a42c9b7feaebf20bbec98ca,2020-09-04T15:08:02Z,2020-09-28T15:40:52Z,573,596,vespa-http-client/src/main/java/com/yahoo/vespa/http/client/core/communication/IOThread.java:checkOldConnections,"vespa-http-client/src/main/java/com/yahoo/vespa/http/client/core/communication/IOThread.java@@ -572,27 +572,35 @@",socket,noCloseEPath,CloseInFinally,no,,com.yahoo.vespa.http.client.core.communication.GatewayConnection ,no,connection,vespa-http-client/src/main/java/com/yahoo/vespa/http/client/core/communication/IOThread.java:575,local variable
1054,vespa-engine/vespa,https://github.com/vespa-engine/vespa/commit/bee9ee4608b96b82521ee7138121a1bc616cbf5d,2020-04-30T12:36:19Z,2020-05-20T12:48:50Z,87,115,jdisc_http_service/src/main/java/com/yahoo/jdisc/http/server/jetty/HealthCheckProxyHandler.java:handle,"jdisc_http_service/src/main/java/com/yahoo/jdisc/http/server/jetty/HealthCheckProxyHandler.java@@ -101,10 +102,14 @@ ",file,noCloseRPath,CloseOnExcep,no,,com.yahoo.jdisc.http.server.jetty.proxyTarget,no,proxyTarget,jdisc_http_service/src/main/java/com/yahoo/jdisc/http/server/jetty/HealthCheckProxyHandler.java:88,local variable
1055,vespa-engine/vespa,https://github.com/vespa-engine/vespa/commit/a96f8cc9d619bf9f68d9fbab6a04b68fe4d5d5bc,2020-02-19T16:26:27Z,2020-02-19T16:52:50Z,130,133,jdisc_http_service/src/main/java/com/yahoo/jdisc/http/server/jetty/HealthCheckProxyHandler.java:requestStatusHtml,"jdisc_http_service/src/main/java/com/yahoo/jdisc/http/server/jetty/HealthCheckProxyHandler.java@@ -128,8 +129,14 @@",file,noCloseRPath,CloseOnExcep,no,,org.apache.http.impl.client.CloseableHttpClient,no,client,jdisc_http_service/src/main/java/com/yahoo/jdisc/http/server/jetty/HealthCheckProxyHandler.java:140,instance variable
1056,vespa-engine/vespa,https://github.com/vespa-engine/vespa/commit/ba6711be92d89a0191eaa45400c75f7a2b3dfb46,2019-04-26T13:09:24Z,2019-05-16T10:05:44Z,351,356,documentapi/src/main/java/com/yahoo/documentapi/messagebus/protocol/StoragePolicy.java:DistributorSelectionLogic,"documentapi/src/main/java/com/yahoo/documentapi/messagebus/protocol/StoragePolicy.java@@ -349,15 +349,24 @@",file,noCloseRPath,CloseOnExcep,no,,"com.yahoo.documentapi.messagebus.protocol.HostFetcher,com.yahoo.vdslib.distribution.Distribution",no,"hostFetcher,distribution","documentapi/src/main/java/com/yahoo/documentapi/messagebus/protocol/StoragePolicy.java:352,353",instance variable
1057,vespa-engine/vespa,https://github.com/vespa-engine/vespa/commit/ba6711be92d89a0191eaa45400c75f7a2b3dfb46,2019-04-26T13:09:24Z,2019-05-16T10:05:44Z,115,122,vdslib/src/main/java/com/yahoo/vdslib/distribution/Distribution.java:Distribution,"vdslib/src/main/java/com/yahoo/vdslib/distribution/Distribution.java@@ -108,8 +108,13 @@",file,noCloseRPath,CloseOnExcep,no,,com.yahoo.config.subscription.ConfigSubscriber,no,configSub,vdslib/src/main/java/com/yahoo/vdslib/distribution/Distribution.java:111,instance variable
